question,answer,document
When is Semester & Mini-6 Last Day of Classes occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 Last Day of Classes falls on Thursday, 01 August, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-6 voucher deadline (4) occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 voucher deadline (4) falls on Thursday, 01 August, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-6 Final Exams*** occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 Final Exams*** falls on Friday, 02 August, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-6 Faculty Course Evaluations close occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 Faculty Course Evaluations close falls on Friday, 02 August, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-6 Final Grades Due by 4 pm occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 Final Grades Due by 4 pm falls on Tuesday, 06 August, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester Two Classes Begin occur during the Summer Two 2024 (N24) semester?," Summer Semester Two Classes Begin falls on Monday, 24 June, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Summer Semester  Two add, audit & tuition adjustment drop deadline (1) occur during the Summer Two 2024 (N24) semester?"," Summer Semester  Two add, audit & tuition adjustment drop deadline (1) falls on Friday, 28 June, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Independence Day occur during the Summer Two 2024 (N24) semester?," Independence Day falls on Thursday, 04 July, 2024, during the Summer Two 2024 (N24) semester, leading to University Closed & No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two drop deadline occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two drop deadline falls on Monday, 08 July, 2024, during the Summer Two 2024 (N24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two pass/no pass & withdrawal deadline (3) occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two pass/no pass & withdrawal deadline (3) falls on Friday, 22 July, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two Faculty Course Evaulations open occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two Faculty Course Evaulations open falls on Monday, 29 July, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two Last Day of Classes occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two Last Day of Classes falls on Thursday, 01 August, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two voucher deadline (4) occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two voucher deadline (4) falls on Thursday, 01 August, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two Final Exams*** occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two Final Exams*** falls on Friday, 02 August, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two Faculty Course Evaluations close occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two Faculty Course Evaluations close falls on Friday, 02 August, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer Semester  Two Final Grades Due by 4 pm occur during the Summer Two 2024 (N24) semester?," Summer Semester  Two Final Grades Due by 4 pm falls on Tuesday, 06 August, 2024, during the Summer Two 2024 (N24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is First-Year Orientation occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Saturday, 18 August, 2024, extending to Friday, 23 August, 2024, marks the First-Year Orientation.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Convocation occur during the Fall 2024 (F24) semester?," Convocation falls on Thursday, 22 August, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester & Mini-1 Classes Begin occur during the Fall 2024 (F24) semester?," Semester & Mini-1 Classes Begin falls on Monday, 26 August, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
"When is Mini-1 add, audit & tuition adjustment drop deadline  (1) occur during the Fall 2024 (F24) semester?"," Mini-1 add, audit & tuition adjustment drop deadline  (1) falls on Friday, 30 August, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Labor Day occur during the Fall 2024 (F24) semester?," Labor Day falls on Monday, 02 September, 2024, during the Fall 2024 (F24) semester, leading to No Classes & University Closed.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
"When is Semester add, audit & tuition adjustment drop deadline (1) occur during the Fall 2024 (F24) semester?"," Semester add, audit & tuition adjustment drop deadline (1) falls on Monday, 09 September, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 drop deadline occur during the Fall 2024 (F24) semester?," Mini-1 drop deadline falls on Monday, 18 September, 2024, during the Fall 2024 (F24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 Pass/no pass & withdrawal deadline (3) occur during the Fall 2024 (F24) semester?," Mini-1 Pass/no pass & withdrawal deadline (3) falls on Monday, 30 September, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 Faculty Course Evaluations open occur during the Fall 2024 (F24) semester?," Mini-1 Faculty Course Evaluations open falls on Monday, 30 September, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester drop deadline occur during the Fall 2024 (F24) semester?," Semester drop deadline falls on Monday, 07 October, 2024, during the Fall 2024 (F24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 Last Day of Classes occur during the Fall 2024 (F24) semester?," Mini-1 Last Day of Classes falls on Friday, 11 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 voucher election deadline (4) occur during the Fall 2024 (F24) semester?," Mini-1 voucher election deadline (4) falls on Friday, 11 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 Exams occur during the Fall 2024 (F24) semester?," Mini-1 Exams falls on Saturday, 12 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-1 Faculty Course Evaluations close occur during the Fall 2024 (F24) semester?," Mini-1 Faculty Course Evaluations close falls on Saturday, 12 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Fall Break occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Monday, 14 October, 2024, extending to Friday, 18 October, 2023, marks the Fall Break, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-2 Classes Begin occur during the Fall 2024 (F24) semester?," Mini-2 Classes Begin falls on Monday, 21 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mid-Semester & Mini-1 grades due by 4 pm occur during the Fall 2024 (F24) semester?," Mid-Semester & Mini-1 grades due by 4 pm falls on Wednesday, 23 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
"When is Mini-2 add, audit & tuition adjustment drop deadline (1) occur during the Fall 2024 (F24) semester?"," Mini-2 add, audit & tuition adjustment drop deadline (1) falls on Friday, 25 October, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Democracy Day occur during the Fall 2024 (F24) semester?," Democracy Day falls on Tuesday, 05 November, 2024, during the Fall 2024 (F24) semester, leading to No Classes, except Evening classes after 5 pm will still meet.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester pass/no pass & withdrawal deadline (3) occur during the Fall 2024 (F24) semester?," Semester pass/no pass & withdrawal deadline (3) falls on Monday, 11 November, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-2 drop deadline occur during the Fall 2024 (F24) semester?," Mini-2 drop deadline falls on Wednesday, 13 November, 2024, during the Fall 2024 (F24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Spring 2025 Registration Week occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Monday, 18 November, 2024, extending to Friday, 22 November, 2024, marks the Spring 2025 Registration Week.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Mini-2 pass/no pass & withdrawal deadline (3) occur during the Fall 2024 (F24) semester?," Mini-2 pass/no pass & withdrawal deadline (3) falls on Monday, 25 November, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester & Mini-2 Faculty Course Evaluations open occur during the Fall 2024 (F24) semester?," Semester & Mini-2 Faculty Course Evaluations open falls on Monday, 25 November, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Thanksgiving Break occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Wednesday, 27 November, 2024, extending to Friday, 29 November, 2023, marks the Thanksgiving Break, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester & Mini-2 Last Day of Classes occur during the Fall 2024 (F24) semester?," Semester & Mini-2 Last Day of Classes falls on Friday, 06 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester & Mini-2 voucher deadline (4) occur during the Fall 2024 (F24) semester?," Semester & Mini-2 voucher deadline (4) falls on Friday, 06 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Final Exams occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Monday, 09 December, 2024, extending to Tuesday, 10 December, 2023, marks the Final Exams.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Reading Day occur during the Fall 2024 (F24) semester?," Reading Day falls on Monday, 11 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Final Exams occur during the Fall 2024 (F24) semester?,"During the Fall 2024 (F24) semester, the period starting from Thursday, 12 December, 2024, extending to Friday, 13 December, 2023, marks the Final Exams.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Reading Day occur during the Fall 2024 (F24) semester?," Reading Day falls on Saturday, 14 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Final Exams occur during the Fall 2024 (F24) semester?," Final Exams falls on Sunday, 15 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
When is Semester & Mini-2 Faculty Course Evaluations close occur during the Fall 2024 (F24) semester?," Semester & Mini-2 Faculty Course Evaluations close falls on Sunday, 15 December, 2024, during the Fall 2024 (F24) semester.",Courses_data/Documents/Meta-Data-Calendar-2425.txt
